"mohns_r" "mohns_ssb" "mohns_F" "catchCV_1_avg" "catchCV_2_avg" "surveyCV_0" "surveyCV_1" "SDR" "ARC1" "ARC2" "model" "AIC" "nparm" "SSB_sd_all" "SSB_sd_last3"
0.360965132103119 0.285565190282525 -0.0449717424424852 0.510428585274932 0.862427153419085 0.453207362832422 0.65434999144009 0.852629506539972 1.76978837900977 1.62446682169385 "smsR" 1022.55659804879 64 0.182825407448552 0.173721157784848
